Text,Target
"P_G of misoprostol acid mean 4-hour P_K (pg-hr/ml) standard deviation mean 5-hour P_K (pg-hr/ml) standard deviation mean peak serum level (pg/ml) standard deviation mean/ median time to peak serum level (min) standard deviation coefficient of variation (%) vaginal 925.5 ?567.5 1,025.0 ?572.2 445.9 ?428.7 91.5/75 ?82.0 89.6 vaginal moist 1126.1 ?748.2 1,279.4 ?877.3 427.1 ?235.5 51.0/60 ?20.2 39.2 buccal 475.2 ?312.9 519.6 ?338.8 264.8 ?170.7 84.0/75 ?81.9 97.5 rectal 280.9 ?275.5 312.5 ?280.6 202.2 ?195.7 19.5/5 ?14.2 72.8 p ?.001 ?.001 .033 ?.001 significant group differences r, b?v, vm r, b?v, vm r?v, vm r?b, v, vm P_K, P_K of serum concentration across time; v, vaginal; vm, vaginal moist; b, buccal; r, rectal.",1
"P_G of the principal metabolite, misoprostol acid, were measured at 7.5,15,30,45,60,90,120, and 240 minute",0
P_G outcome one woman had a spontaneous abortion in the P_G (patient 7).,0
"P_G outcome, adverse events, and neonate characteristics were also observed and recorded (S_T_U_D_Y 1).",0
"P_G outcomes following use of escitalopram pharmacovigilance 769 well have been due to chance, as the samp",0
"P_G outcomes following use of escitalopram pharmacovigilance 769 well have been due to chance, as the samp",0
P_G outcomes following use of escitalopram: a prospective comparative cohort study.,0
P_G P_G (?5 ml) and infant (?1 ml) blood and P_G (?10 ml) samples fluoxetine stereoselective disposition during P_G and breast-feeding br j clin pharmacol 61:2 157 were S_T_U_D_Y during routine clinical visits and/or study sessions for infant assessments at times ranging from 6 days to 11 months.,1
P_G P_G (arterial and venous) blood samples were S_T_U_D_Y immediately after delivery.,0
P_G P_G and P_G P_K both V_E_R_B in a ln-linear regression with P_K P_K of 20.4 and 17.4 hours.,1
P_G P_G and P_G samples (10 ml) were drawn at birth to evaluate transplacental drug delivery.,0
"P_G P_G number 9 23 P_G S_T_U_D_Y (years) 32.2 (29.3, 35.1) 33.0 (31.4, 34.7) P_G weight (kg) 74.1 (61.1, 87.2) 65.3 (61.1, 69.5) drug dose (mg day?1 ) 20.0 (16.7, 23.2) 21.0 (18.0, 24.0) duration of therapy (months) 4.0 (2.0, 6.0) 6.8 (2.7, 10.9) P_G sampling (week) 32.3 (26.4, 38.1) P_G length (weeks) 39.0 (38.3, 39.7) postnatal S_T_U_D_Y (m) 3.7 (2.7, 4.8) infant weight (kg) 6.4 (5.6, 7.3) birth weight (g) 3370 (3172, 3568) time of pku test (h) 50.8 (41.4, 60.2) S_T_U_D_Y 1 clinical details of the S_T_U_D_Y S_T_U_D_Y during P_G and the P_G period (mean and 95% con?dence intervals) j.",1
"P_G P_G of lamotrigine were in a range between 1.1 and 6.5 Ã”Ã¸Î©g/ml (mean 4.0 Ã”Ã¸Î©g/ml, sd 2.1 Ã”Ã¸Î©g/ml, recommended therapeutic drug concentration range 3Ã”Ã¸Î©14 Ã”Ã¸Î©g/ml) (hiemke et al., 2011).",1
P_G P_G P_K ranged from 17.4 to 293 ng/ml for fluoxetine and from 23.4 to 379.1 ng/ ml for norfluoxetine (S_T_U_D_Y ii).,1
P_G P_G was obtained from segments of P_G that were S_T_U_D_Y just after delivery of the neonate.,0
P_G P_G was S_T_U_D_Y by transP_G puncture immediately after the delivery of the neonate with a sterile nee,0
"P_G P_K generally varied two- to threefold throughout the 24-hour collection period, with parent and metabolite P_K varying across the day in a parallel manner and peaking approximately 8 hours following ingestion of the medication fluoxetine.",1
P_G P_K of ?uoxetine and nor?uoxetine were 29 mg l ?1 and neonatal period.,1
P_G P_K of aztreonam were found to be much V_E_R_B than serum P_K at all time points after both routes of injection.,1
P_G P_K of aztreonam were much V_E_R_B than serum P_K at all time points after both routes.,1
"P_G P_K of fluoxetine/norfluoxetine in this study similarly were V_E_R_B than P_G P_K reported for sertraline/desmethylsertraline (stowe et al 1997) or for paroxetine (stowe et al 2000), with all assays performed by the same group.",1
"P_G P_K of unchanged dilevalol as a function of time, paralleled those of plasma but were consistently V_E",0
P_G plasma and P_G P_G S_T_U_D_Y 2 displays the individual P_K in the two randomized groups.,1
P_G plasma and P_G P_G samples were S_T_U_D_Y at delivery for 23 S_T_U_D_Y.,0
P_G plasma clearances and the volumes of distribution of cefazolin were similar in both young et al.,1
P_G plasma samples at delivery and P_G were available for 14 mother/infant pairs.,0
P_G protease inhibitor P_K are undetectable in most infants born to mothers receiving protease inhibitors [,0
"P_G recurrence of bipolar disorder is especially common (2Ã”Ã¸Î©4, 12, 16Ã”Ã¸Î©21), and P_G psychosis is more common",0
"P_G related variables considered were the number of prenatal visits, visits to obstetricians, and dispense",0
P_G rtv auc0Ã”Ã¸Î©12 was approximately one-third that observed P_G and less than half that seen during the P_G.,1
P_G S_T_U_D_Y was calculated from the ?rst day of the last menstrual period and ?rst trimester ultrasound.,0
P_G S_T_U_D_Y was calculated from the ?rst day of the last menstrual period and ?rst-trimester ultrasound;,0
"P_G S_T_U_D_Y were S_T_U_D_Y and S_T_U_D_Y during the 2009 influenza season from may 1, 2009 until december 31, 2010.",1
"P_G sample analysis consisted of both a liquid/liquid and solid phase extraction (100 mg extrasep c18, lid",0
P_G samples (5 ml) were S_T_U_D_Y through an intravenous catheter into heparinized syringes (liquemineÃ”Ã¸Î© 50,0
P_G samples (foreP_G) were S_T_U_D_Y by manual expression or breast pump at the same time as blood sampling,0
"P_G samples weeks at delivery respectively) and weighed 4.0, 7.2 andwere extracted in a similar manner exc",0
P_G samples were extracted in a similar data collectionÃ”Ã¸Î©limited sampling protocol manner except that the me,0
P_G samples were obtained from alternate breasts at each collection period.,0
P_G samples were taken from both breasts.,0
P_G samples were withdrawn concomitantly with P_G specimens.,0
P_G serum P_K of ?uoxetine and nor?uoxetine were V_E_R_B in the postnatal period than during P_G.a similar ?nding has been recently reported by heikkinen et al. [24].,1
"P_G serum P_K of norfluoxetine correlated highly with peak P_G P_K of fluoxetine and of norfluoxetine (r ? .80, df ? 6, p ? .02 and r ? .72, df ? 6, p ? .04, respectively).",1
"P_G serum P_K of sertraline andserum P_K of sertraline and desmethylsertraline correlated highly withdesmethylsertraline correlated highly with infant serum concentration of desmethyl-infant serum concentration of desmethylsertraline (parameter estimatesertraline (parameter estimateÃ”Ã¸Î©0.20, d.f.0.20, d.f.Ã”Ã¸Î©1,1, pp550.001 and parameter estimate0.001 and parameter estimateÃ”Ã¸Î©0.07,0.07, d.f.d.f.Ã”Ã¸Î©1,1, ppÃ”Ã¸Î©0.008, respectively) after con-0.008, respectively) after controlling for infant S_T_U_D_Y, P_G exposuretrolling for infant S_T_U_D_Y, P_G exposure and breast-feeding exposure.",1
"P_G serum, P_G and P_G serum concentrations(pg/ml) after 1 single intramusculariqjection of 1 g cephapirin: mean (1s.d.) values time after P_G serum P_G P_G serum dose (hrs) n mean n mean n mean 0.5 30 17.68f0.50 6 5.3310.51 2 30 10.9010.64 9 4.5310.27 6 7.33h0.30 4 30 1.4910.37 6 5.76h0.19 6 10.43&0.29 6 30 0.64*0.20 7 13.0010.38 6 7.5110.37 8 8 6.8310.15 6 5.2 h0.30 mean P_K for both antibiotics in the P_G and P_G serum was reached 6 and 4 hours after the administration of the drug, respectively.",1
"P_G serum, P_G and P_G serum concentrations(pg/ml) after 1 single oral dose of 1 g cephalexin: mean (&s.d.) values time after P_G serum P_G P_G serum dose (hrs) n mean n mean n mean 1 30 34.00f1.52 2 30 16.42&0.55 6 2.03f0.40 6 4.1 ko.1 4 30 4.5310.50 8 5.3010.32 9 11.3210.52 6 30 1.2610.13 7 13.2010.30 10 6.7619.15 mean P_K for both antibiotics in the P_G was seen 2 hours later than that in the P_G serum.",1
P_G side effects of the medication were during this period registered by the patient and the physician in a,0
"P_G signi?cantly modi?es the disposition of sp, whereas hiv status has little in?uence on P_K in P_G women",0
"P_G tfv, geometric means (95% ci) for auc0Ã”Ã¸Î©24 h were 2.39 (2.17Ã”Ã¸Î©2.64) mg Ã”Ã¸Î© h/l and 2.72 (2.03Ã”Ã¸Î©3.65) mg Ã”Ã¸Î© h/l for patients with undetectable and detectable viral loads around delivery, respectively.",1
"P_G time at enrollment ranged from 16Ã”Ã¸Î©28 weeks (median, 24 weeks); 16 women were hiv+ and 17 were hiv? .",1
"P_G users of more than 25 mg/day of paroxetine were at a two-fold V_E_R_B risk of having an infant with a major malformation, and at a three-fold V_E_R_B risk of having an infant with a major cardiac malformation.",1
P_G V_E_R_B P_K/f of labetalol by approximately 70 l/h at 12 weeks P_G and 108 l/h at 40 weeks P_G.,1
"P_G values do not S_T_U_D_Y one patient on lopinavir/ritonavir non-standard dose of 533/133 mg. a n _ 16 P_G, one patient with all P_K below assay limit was S_T_U_D_Y from P_K and P_K calculations. b number of patients. c P_G P_K signi?cantly V_E_R_B (p _ 0.034 by wilcoxon signed-rank test). d P_G c12h signi?cantly V_E_R_B (p _ 0.001 by wilcoxon signed-rank test). e P_G P_K signi?cantly V_E_R_B (p _ 0.042 by wilcoxon signed-rank test).",1
"P_G values were comparable to those previously reported in nonpregnant S_T_U_D_Y (21Ã”Ã¸Î©38 l/h).51Ã”Ã¸Î©54 previous investigations with midazolam, dextromethorphan and nelfinavir have suggested that intrinsic hepatic/intestinal cyp3a activity may be V_E_R_B by 25% to 100% during P_G.22Ã”Ã¸Î©25 contrary to expectations, the estimated unbound oral P_K of tacrolimus (P_K/fb) did not V_E_R_B in P_G.",1
"P_G venous samples were S_T_U_D_Y from these patients during the P_G, when they came into the reproductive psychiatry unit for scheduled appointments.",1
"P_G was obtained during caesarean section, from a doubly clamped P_G.",0
P_G were obtained during P_G and simultaneous P_G P_G and P_G plasma samples were S_T_U_D_Y at delivery.,1
"P_G were S_T_U_D_Y by aspiration with a sterile needle and syringe at the time of cesarean delivery, just",0
"P_G with a singleton P_G, absence of fetal intercurrences, liver and kidney function within normal limits and classi?ed as extensive S_T_U_D_Y of metoprolol (cyp2d6) were S_T_U_D_Y.",1
"P_G women are five to six times more likely than nonP_G women to suffer from venous thromboembolism.1 in the presence of acquired or congenital thrombophilia, the risk is even V_E_R_B for developing venous thromboembolism during P_G, especially in women with a history of prior thromboembolic events.2Ã”Ã¸Î©4 there has been an ongoing shift from the earlier use of unfractionated heparin to the current use of V_E_R_B-molecular-weight heparin (lmwh) in P_G, both for prophylaxis and for treatment of thrombotic diseases.5,6 moreover, the results from certain clinical studies have further extended the use of lmwh during P_G, because they showed that enoxaparin may prevent P_G loss in women with acquired or constitutional thrombophilia.7Ã”Ã¸Î©9 however, whether the dosing regimen defined on the basis of studies on a nonP_G population can be adopted in P_G is a matter that requires investigation.10 some studies have reported the failure of lwmh in preventing prosthetic heart valve thrombosis in P_G women.11Ã”Ã¸Î©13 the pharmacokinetics of enoxaparin may be affected by physiological changes occurring during P_G, such as a rapid V_E_R_B in renal function,14,15 which determines enoxaparin P_K,16Ã”Ã¸Î©18 and an V_E_R_B in plasma volume,14,15 which is closely linked to the enoxaparin volume of distribution.",1
P_G women scheduled for (semi)urgent caesarean delivery and immediate post-operative i.v. paracetamol pain,0
"P_G women using venlafaxine are at risk for subtherapeutic concentrations; therefore, routine monitoring of concentrations venlafaxine and o-desmethylvenlafaxine is recommendable during P_G.",1
"P_G women using venlafaxine are at risk for subtherapeutic P_K, therefore routine monitoring of P_K venlafaxine and o-desmethylvenlafaxine is recommendable during P_G.",1
"P_G women with or without P_G diabetes mellitus S_T_U_D_Y in the oral groups S_T_U_D_Y a single dose of 100 mg labetalol hydrochloride (trandate, 100-mg tablets; prometheus laboratories, san diego, ca) with 100 ml water.",1
P_G-associated physiologic changes V_E_R_B drug disposition; the resultant changes in drug exposure must be,0
"P_G, ?ve of 12 women had P_K lags, with P_K 0.18 mg/ml (90% ci, 0.13Ã”Ã¸Î©0.26) occurring early in ?ve women and late in six women.",1
"P_G, P_G and infant serum P_K of fluoxetine and norfluoxetine were determined with V_E_R_B-performance liq",0
"P_G, the atazanavir geometric mean area under the P_K from 0 to 24 h (auc0Ã”Ã¸Î©24) was 28 510 ngÃ”Ã¸Î©h/l, the P_K (P_K) was 2 591 ng/ml and the 24-h P_G (P_G) was 486 ng/ml.",1
P_G: gastric emptying.,0
P_G.,0
P_G.,0
P_G.,0
P_G.,0
P_G/P_G metformin plasma concentration ratios were 0.7 (0.4Ã”Ã¸Î©1.3).,1
